"Doyle_ A_SCANDAL_IN_BOHEMIA" "Doyle_hound_of_the_baskervilles" "Doyle_sign_of_the_four" "Doyle_study_in_scarlett" "Doyle_THE_VALLEY_OF_FEAR" "gaiman_study_in_emerald" "lovecraft__Beyond_the_Wall_of_Sleep" "lovecraft_At_the_Mountains_of_Madness" "lovecraft_Azathoth" "lovecraft_Celephais" "lovecraft_History_of_the_Necronomicon" "lovecraft_The_dunwich_terror"
"why" 0.0686420318041414 0.106469697725874 0.0477815699658703 0.0792357149325364 0.0982218458933107 0.0374953130858643 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"too" 0.080082370438165 0.044916903728103 0.0819112627986348 0.104138368197048 0.0745131244707875 0.0999875015623047 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531
"bring" 0.0686420318041414 0.0715343281595715 0.102389078498294 0.0656524495155302 0.0745131244707875 0.0749906261717285 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251
"most" 0.125843724974259 0.0914973964831728 0.0773606370875995 0.0701802046545323 0.0558848433530906 0.0374953130858643 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531
"mind" 0.0686420318041414 0.0848430403753057 0.0705346985210466 0.0905551027800417 0.060965283657917 0.0249968753905762 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531
"small" 0.0686420318041414 0.0482440817820366 0.209328782707622 0.0679163270850312 0.0406435224386113 0.112485939257593 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"however" 0.0572016931701178 0.0582256159438372 0.182025028441411 0.122249388753056 0.0355630821337849 0 0 0 0 0 0 0
"just" 0.148724402242306 0.0499076708090033 0.106939704209329 0.0656524495155302 0.0982218458933107 0.0749906261717285 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"put" 0.0343210159020707 0.0698707391326047 0.100113765642776 0.0837634700715385 0.0982218458933107 0.137482814648169 0 0 0 0 0 0
"matter" 0.171605079510354 0.0865066294022725 0.0910125142207053 0.0769718373630354 0.0592718035563082 0.0749906261717285 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"every" 0.080082370438165 0.059889204970804 0.0887372013651877 0.0928189803495427 0.0795935647756139 0.0374953130858643 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"work" 0.0572016931701178 0.0432533147011362 0.118316268486917 0.0814995925020375 0.104995766299746 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"still" 0.102963047706212 0.074861506213505 0.0841865756541524 0.0701802046545323 0.0660457239627434 0.0749906261717285 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"lie" 0.0572016931701178 0.0798522732944053 0.0819112627986348 0.0792357149325364 0.069432684165961 0 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"though" 0.0228806772680471 0.0465804927550698 0.0887372013651877 0.0882912252105406 0.0423370025402202 0.0249968753905762 0.18450184501845 0.18450184501845 0.18450184501845 0.18450184501845 0.18450184501845 0.18450184501845
"show" 0.080082370438165 0.074861506213505 0.0614334470989761 0.0950828579190437 0.0829805249788315 0.0499937507811524 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"until" 0.0572016931701178 0.0948245745371064 0.0546075085324232 0.104138368197048 0.0575783234546994 0.0999875015623047 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"open" 0.16016474087633 0.0499076708090033 0.0910125142207053 0.0407497962510187 0.0812870448772227 0.124984376952881 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"speak" 0.0915227090721885 0.0499076708090033 0.0614334470989761 0.0837634700715385 0.0779000846740051 0.0749906261717285 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251
"right" 0.080082370438165 0.0665435610786711 0.0796359499431172 0.0656524495155302 0.0931414055884843 0.0374953130858643 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"round" 0.0457613545360943 0.0798522732944053 0.109215017064846 0.0701802046545323 0.069432684165961 0 0 0 0 0 0 0
"ever" 0.0343210159020707 0.0665435610786711 0.068259385665529 0.056596939237526 0.0880609652836579 0.0374953130858643 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"slater" 0 0 0.00227531285551763 0 0 0 0.645756457564576 0.645756457564576 0.645756457564576 0.645756457564576 0.645756457564576 0.645756457564576
"year" 0.0457613545360943 0.0349353695663023 0.0659840728100114 0.0498053065290229 0.0914479254868755 0.0749906261717285 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531
"half" 0.137284063608283 0.0615527939977708 0.093287827076223 0.052069184098524 0.0541913632514818 0.0249968753905762 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"side" 0.0915227090721885 0.0964881635640731 0.116040955631399 0.0452775513900208 0.0406435224386113 0.0499937507811524 0 0 0 0 0 0
"those" 0.0457613545360943 0.0715343281595715 0.0455062571103527 0.0679163270850312 0.0745131244707875 0.0749906261717285 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"moor" 0 0.272828600422552 0 0 0 0 0 0 0 0 0 0
"off" 0.0343210159020707 0.0632163830247376 0.0864618885096701 0.0633885719460292 0.0779000846740051 0.0499937507811524 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"brother" 0.0114403386340236 0.0465804927550698 0.0819112627986348 0.0203748981255094 0.106689246401355 0.0124984376952881 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251
"yes" 0.0457613545360943 0.0998153416180067 0.0705346985210466 0.052069184098524 0.0677392040643522 0.0499937507811524 0 0 0 0 0 0
"enough" 0.0572016931701178 0.0349353695663023 0.0910125142207053 0.0769718373630354 0.0914479254868755 0.0874890638670166 0 0 0 0 0 0
"henry" 0 0.259519888206817 0 0 0 0.0624921884764404 0 0 0 0 0 0
"morning" 0.080082370438165 0.0815158623213721 0.0318543799772469 0.0747079597935344 0.0558848433530906 0.0874890638670166 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"hold" 0.0228806772680471 0.0632163830247376 0.068259385665529 0.052069184098524 0.069432684165961 0.0249968753905762 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251
"point" 0.0457613545360943 0.0731979171865382 0.0637087599544937 0.0769718373630354 0.0558848433530906 0.0624921884764404 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"hour" 0.0457613545360943 0.0565620269168705 0.0591581342434585 0.052069184098524 0.0474174428450466 0.0249968753905762 0.161439114391144 0.161439114391144 0.161439114391144 0.161439114391144 0.161439114391144 0.161439114391144
"window" 0.137284063608283 0.074861506213505 0.0796359499431172 0.054333061668025 0.0575783234546994 0.0374953130858643 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"street" 0.228806772680471 0.0548984378899037 0.0796359499431172 0.0814995925020375 0.0355630821337849 0.162479690038745 0 0 0 0 0 0
"same" 0.0343210159020707 0.0648799720517043 0.0637087599544937 0.056596939237526 0.0897544453852667 0.0374953130858643 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"follow" 0.114403386340236 0.0731979171865382 0.0568828213879408 0.0769718373630354 0.0372565622353937 0.0374953130858643 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"something" 0.0228806772680471 0.0715343281595715 0.0728100113765643 0.052069184098524 0.0660457239627434 0.0624921884764404 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"three" 0.114403386340236 0.0532348488629369 0.0887372013651877 0.0611246943765281 0.0575783234546994 0.0124984376952881 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"end" 0.0686420318041414 0.0698707391326047 0.0477815699658703 0.0430136738205198 0.0728196443691787 0.0624921884764404 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"even" 0.0572016931701178 0.0482440817820366 0.0659840728100114 0.0430136738205198 0.0575783234546994 0.0749906261717285 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531 0.115313653136531
"far" 0.0114403386340236 0.0715343281595715 0.0637087599544937 0.0611246943765281 0.0558848433530906 0.0249968753905762 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"pass" 0.0343210159020707 0.0731979171865382 0.0523321956769056 0.0769718373630354 0.0677392040643522 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"young" 0.0457613545360943 0.0432533147011362 0.043230944254835 0.124513266322557 0.0660457239627434 0.112485939257593 0 0 0 0 0 0
"against" 0.0572016931701178 0.0765250952404718 0.0614334470989761 0.0679163270850312 0.0626587637595258 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"since" 0.0457613545360943 0.0798522732944053 0.0546075085324232 0.0339581635425156 0.0372565622353937 0.0249968753905762 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838
"without" 0.125843724974259 0.0565620269168705 0.0500568828213879 0.0633885719460292 0.0643522438611346 0.0624921884764404 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"walk" 0.080082370438165 0.089833807456206 0.0295790671217292 0.0882912252105406 0.0203217612193057 0.287464066991626 0 0 0 0 0 0
"sherlock" 0.125843724974259 0.0565620269168705 0.0796359499431172 0.117721633614054 0.0203217612193057 0 0 0 0 0 0 0
"hope" 0.0686420318041414 0.0382625476202359 0.043230944254835 0.138096531739564 0.0304826418289585 0.0499937507811524 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"let" 0.0457613545360943 0.0382625476202359 0.093287827076223 0.0611246943765281 0.0728196443691787 0.0624921884764404 0 0 0 0 0 0
"woman" 0.194485756778401 0.0682071501056379 0.0455062571103527 0.0633885719460292 0.0474174428450466 0.112485939257593 0 0 0 0 0 0
"dr" 0.0114403386340236 0.182994792966346 0.0159271899886234 0.00905551027800417 0.0237087214225233 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"fear" 0.0228806772680471 0.0632163830247376 0.043230944254835 0.0407497962510187 0.0880609652836579 0.0624921884764404 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"fellow" 0.0114403386340236 0.0565620269168705 0.0500568828213879 0.0588608168070271 0.0457239627434378 0.0749906261717285 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251
"clear" 0.0915227090721885 0.0682071501056379 0.0614334470989761 0.0294304084035135 0.0711261642675699 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"death" 0.0114403386340236 0.109796875779807 0.0477815699658703 0.0656524495155302 0.0237087214225233 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"feel" 0.0228806772680471 0.044916903728103 0.0546075085324232 0.056596939237526 0.0338696020321761 0.0624921884764404 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838
"between" 0.0457613545360943 0.0548984378899037 0.0637087599544937 0.0498053065290229 0.0711261642675699 0.0374953130858643 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"call" 0.137284063608283 0.0532348488629369 0.0409556313993174 0.0475414289595219 0.052497883149873 0.149981252343457 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"keep" 0.0114403386340236 0.0682071501056379 0.0750853242320819 0.056596939237526 0.0558848433530906 0.0499937507811524 0 0 0 0 0 0
"doubt" 0.0686420318041414 0.0698707391326047 0.0341296928327645 0.0452775513900208 0.052497883149873 0.0499937507811524 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"appear" 0.0572016931701178 0.0282810134584352 0.0341296928327645 0.126777143892058 0.0254022015241321 0.0374953130858643 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251
"sit" 0.0572016931701178 0.0532348488629369 0.0728100113765643 0.0384859186815177 0.0677392040643522 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"heart" 0.0114403386340236 0.0582256159438372 0.068259385665529 0.0837634700715385 0.0406435224386113 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"while" 0.0915227090721885 0.0399261366472027 0.068259385665529 0.0701802046545323 0.0355630821337849 0.0749906261717285 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"white" 0.0343210159020707 0.0365989585932691 0.0773606370875995 0.054333061668025 0.0643522438611346 0.0624921884764404 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"anything" 0.0228806772680471 0.0632163830247376 0.0637087599544937 0.0498053065290229 0.052497883149873 0.0499937507811524 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"within" 0.0228806772680471 0.0482440817820366 0.0409556313993174 0.052069184098524 0.0592718035563082 0 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251 0.0922509225092251
"mean" 0.0457613545360943 0.0731979171865382 0.025028441410694 0.0498053065290229 0.0643522438611346 0.0624921884764404 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"perhaps" 0.0228806772680471 0.0465804927550698 0.0318543799772469 0.0158471429865073 0.0287891617273497 0.0999875015623047 0.207564575645756 0.207564575645756 0.207564575645756 0.207564575645756 0.207564575645756 0.207564575645756
"many" 0.0343210159020707 0.0332717805393356 0.0477815699658703 0.0950828579190437 0.052497883149873 0.0749906261717285 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"run" 0.080082370438165 0.0964881635640731 0.0477815699658703 0.0407497962510187 0.0270956816257409 0.0374953130858643 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"foot" 0.0114403386340236 0.0432533147011362 0.0773606370875995 0.0724440822240333 0.0474174428450466 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"moment" 0.0572016931701178 0.0465804927550698 0.0637087599544937 0.0452775513900208 0.0643522438611346 0.112485939257593 0 0 0 0 0 0
