"Doyle_ A_SCANDAL_IN_BOHEMIA" "Doyle_hound_of_the_baskervilles" "Doyle_sign_of_the_four" "Doyle_study_in_scarlett" "Doyle_THE_VALLEY_OF_FEAR" "gaiman_study_in_emerald" "lovecraft__Beyond_the_Wall_of_Sleep" "lovecraft_At_the_Mountains_of_Madness" "lovecraft_Azathoth" "lovecraft_Celephais" "lovecraft_History_of_the_Necronomicon" "lovecraft_The_dunwich_terror"
"conceal" 0.0114403386340236 0.00998153416180067 0.0204778156996587 0.00226387756950104 0.0287891617273497 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"desire" 0.0343210159020707 0.0133087122157342 0.0113765642775882 0.00452775513900208 0.00677392040643522 0.0124984376952881 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"happen" 0 0.0133087122157342 0.0227531285551763 0.0203748981255094 0.0220152413209145 0.0124984376952881 0 0 0 0 0 0
"promise" 0.0228806772680471 0.0182994792966346 0.0182025028441411 0.00679163270850312 0.0287891617273497 0 0 0 0 0 0 0
"star" 0 0.00332717805393356 0 0.00226387756950104 0.00169348010160881 0.0124984376952881 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838 0.138376383763838
"touch" 0 0.014972301242701 0.0182025028441411 0.0113193878475052 0.0237087214225233 0.0624921884764404 0 0 0 0 0 0
"town" 0 0.0199630683236013 0.00455062571103527 0.00905551027800417 0.0389500423370025 0 0 0 0 0 0 0
"approach" 0 0.0166358902696678 0.00455062571103527 0.0294304084035135 0.0135478408128704 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"candle" 0 0.0266174244314684 0.0068259385665529 0.0135832654170062 0.0237087214225233 0.0124984376952881 0 0 0 0 0 0
"conclusion" 0.0114403386340236 0.0133087122157342 0.00910125142207053 0.0294304084035135 0.00338696020321761 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"curious" 0 0.0216266573505681 0.0295790671217292 0 0.0135478408128704 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"dare" 0 0.0232902463775349 0.0136518771331058 0.00679163270850312 0.0186282811176969 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"daughter" 0.0114403386340236 0.00665435610786711 0.00227531285551763 0.0701802046545323 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"early" 0 0.0133087122157342 0.00910125142207053 0.0158471429865073 0.0254022015241321 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"evidently" 0.0228806772680471 0.0216266573505681 0.0204778156996587 0.0339581635425156 0.00169348010160881 0 0 0 0 0 0 0
"jefferson" 0 0 0.0068259385665529 0.0837634700715385 0 0 0 0 0 0 0 0
"leg" 0.0114403386340236 0.00166358902696678 0.0568828213879408 0.0181110205560083 0.00338696020321761 0.0374953130858643 0 0 0 0 0 0
"macdonald" 0 0 0 0 0.0677392040643522 0 0 0 0 0 0 0
"nearly" 0.0114403386340236 0.00831794513483389 0.0273037542662116 0.0158471429865073 0.0152413209144793 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"problem" 0.0343210159020707 0.0182994792966346 0.0227531285551763 0.0181110205560083 0.0101608806096528 0.0249968753905762 0 0 0 0 0 0
"quick" 0.0228806772680471 0.0116451231887674 0.0182025028441411 0.00679163270850312 0.0321761219305673 0.0124984376952881 0 0 0 0 0 0
"safe" 0.0228806772680471 0.014972301242701 0.025028441410694 0.00679163270850312 0.0254022015241321 0 0 0 0 0 0 0
"seat" 0.0114403386340236 0.00998153416180067 0.0113765642775882 0.0271665308340125 0.0254022015241321 0.0124984376952881 0 0 0 0 0 0
"visitor" 0.0572016931701178 0.0182994792966346 0.0136518771331058 0.0181110205560083 0.0118543607112616 0.0374953130858643 0 0 0 0 0 0
"allow" 0 0.0166358902696678 0.00910125142207053 0.0181110205560083 0.0186282811176969 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"consider" 0 0.0133087122157342 0.0204778156996587 0.0181110205560083 0.0237087214225233 0 0 0 0 0 0 0
"free" 0.0114403386340236 0.00998153416180067 0.0068259385665529 0.0203748981255094 0.0220152413209145 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"horror" 0 0.0199630683236013 0.0113765642775882 0.0181110205560083 0.0135478408128704 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"judge" 0 0.00665435610786711 0.00910125142207053 0.0158471429865073 0.0203217612193057 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"news" 0.0114403386340236 0.00665435610786711 0.0364050056882821 0.0113193878475052 0.0220152413209145 0 0 0 0 0 0 0
"pretty" 0.0114403386340236 0.00998153416180067 0.0500568828213879 0.0135832654170062 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"recognize" 0 0.0133087122157342 0.0068259385665529 0.0271665308340125 0.0135478408128704 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"stay" 0.0228806772680471 0.0216266573505681 0.0113765642775882 0.0181110205560083 0.0186282811176969 0 0 0 0 0 0 0
"wild" 0 0.0133087122157342 0.0227531285551763 0.0339581635425156 0.00846740050804403 0.0124984376952881 0 0 0 0 0 0
"afternoon" 0.0114403386340236 0.00998153416180067 0.0068259385665529 0.00679163270850312 0.0101608806096528 0.0124984376952881 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"bell" 0.0572016931701178 0.00332717805393356 0.0068259385665529 0.0113193878475052 0.0372565622353937 0.0124984376952881 0 0 0 0 0 0
"bind" 0.0228806772680471 0.00665435610786711 0.0068259385665529 0.0158471429865073 0.0169348010160881 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"bodymaster" 0 0 0 0 0.0643522438611346 0 0 0 0 0 0 0
"brown" 0.0228806772680471 0.0166358902696678 0.0159271899886234 0.0271665308340125 0.00846740050804403 0.0249968753905762 0 0 0 0 0 0
"choose" 0 0.00499076708090033 0.0159271899886234 0.0316942859730146 0.0220152413209145 0.0124984376952881 0 0 0 0 0 0
"convict" 0 0.0382625476202359 0.0341296928327645 0 0 0 0 0 0 0 0 0
"cover" 0 0.014972301242701 0.025028441410694 0.00905551027800417 0.0135478408128704 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"entirely" 0.0228806772680471 0.0249538354045017 0.0113765642775882 0.0226387756950104 0.00677392040643522 0.0249968753905762 0 0 0 0 0 0
"hide" 0 0.0216266573505681 0.0204778156996587 0.00679163270850312 0.0203217612193057 0.0124984376952881 0 0 0 0 0 0
"pair" 0.0343210159020707 0.0199630683236013 0.0159271899886234 0.00679163270850312 0.00846740050804403 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"presence" 0 0.014972301242701 0.0159271899886234 0.00679163270850312 0.0101608806096528 0.0124984376952881 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"probably" 0.0228806772680471 0.00831794513483389 0.0136518771331058 0.0113193878475052 0.00338696020321761 0 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"queer" 0 0.0116451231887674 0.0204778156996587 0.00679163270850312 0.0220152413209145 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"realize" 0 0.00998153416180067 0.0068259385665529 0.0294304084035135 0.00677392040643522 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"settle" 0.0114403386340236 0.0166358902696678 0.0068259385665529 0.0181110205560083 0.0169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"single" 0.0114403386340236 0.0166358902696678 0.00910125142207053 0.0226387756950104 0.0118543607112616 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"smoke" 0.0572016931701178 0.0166358902696678 0.0182025028441411 0.00452775513900208 0.0135478408128704 0.0624921884764404 0 0 0 0 0 0
"stone" 0 0.0332717805393356 0.025028441410694 0.00452775513900208 0.00846740050804403 0 0 0 0 0 0 0
"trust" 0.0457613545360943 0.0166358902696678 0.0182025028441411 0.00226387756950104 0.0220152413209145 0.0249968753905762 0 0 0 0 0 0
"warn" 0.0114403386340236 0.0133087122157342 0.00227531285551763 0.0113193878475052 0.0254022015241321 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"wooden" 0 0.00166358902696678 0.0750853242320819 0 0.00677392040643522 0 0 0 0 0 0 0
"add" 0.0114403386340236 0.0133087122157342 0.00910125142207053 0.0158471429865073 0.0169348010160881 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"beat" 0.0114403386340236 0.00998153416180067 0.0204778156996587 0.0203748981255094 0.0169348010160881 0.0249968753905762 0 0 0 0 0 0
"claim" 0 0.00831794513483389 0.00910125142207053 0.0158471429865073 0.0220152413209145 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"clearly" 0 0.00998153416180067 0.0204778156996587 0.0226387756950104 0.0203217612193057 0 0 0 0 0 0 0
"dull" 0.0114403386340236 0.014972301242701 0.0182025028441411 0.0181110205560083 0.00846740050804403 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"effect" 0 0.00998153416180067 0.0136518771331058 0.0158471429865073 0.0101608806096528 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"energy" 0.0114403386340236 0.00831794513483389 0.0182025028441411 0.0135832654170062 0.00677392040643522 0.0124984376952881 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"fit" 0.0114403386340236 0.00998153416180067 0.0227531285551763 0.0158471429865073 0.0118543607112616 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"floor" 0.0114403386340236 0.00665435610786711 0.0136518771331058 0.0271665308340125 0.0118543607112616 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"gray" 0 0.0365989585932691 0.0113765642775882 0 0.0169348010160881 0 0 0 0 0 0 0
"length" 0.0228806772680471 0.00831794513483389 0.0113765642775882 0.00905551027800417 0.00508044030482642 0 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"maybe" 0 0 0.00455062571103527 0.00679163270850312 0.052497883149873 0.0124984376952881 0 0 0 0 0 0
"middle" 0 0.0166358902696678 0.0136518771331058 0.00905551027800417 0.00846740050804403 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"mile" 0 0.0249538354045017 0.0159271899886234 0.0158471429865073 0.0118543607112616 0.0124984376952881 0 0 0 0 0 0
"prepare" 0.0114403386340236 0.00998153416180067 0.0068259385665529 0.00679163270850312 0.00846740050804403 0.0124984376952881 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"remarkable" 0.0228806772680471 0.0116451231887674 0.0159271899886234 0.0181110205560083 0.0220152413209145 0 0 0 0 0 0 0
"rock" 0 0.029944602485402 0 0.0362220411120167 0.00508044030482642 0 0 0 0 0 0 0
"servant" 0.0343210159020707 0.00831794513483389 0.0295790671217292 0.0135832654170062 0.0169348010160881 0 0 0 0 0 0 0
"spot" 0 0.0182994792966346 0.00227531285551763 0.0158471429865073 0.0101608806096528 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"wear" 0.0457613545360943 0.0133087122157342 0.0136518771331058 0.0135832654170062 0.0101608806096528 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"arrest" 0.0114403386340236 0.00831794513483389 0.0182025028441411 0.00905551027800417 0.0186282811176969 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"big" 0 0.00499076708090033 0.0068259385665529 0.00452775513900208 0.0237087214225233 0.0249968753905762 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"blue" 0.0228806772680471 0.00665435610786711 0.0113765642775882 0.0113193878475052 0.00338696020321761 0 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"boss" 0 0 0 0 0.060965283657917 0 0 0 0 0 0 0
"burst" 0 0.0116451231887674 0.0113765642775882 0.0203748981255094 0.00508044030482642 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"describe" 0 0.0133087122157342 0.0068259385665529 0.00905551027800417 0.0101608806096528 0.0374953130858643 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"detail" 0.0114403386340236 0.00998153416180067 0.0159271899886234 0.0271665308340125 0.0169348010160881 0 0 0 0 0 0 0
"duty" 0 0.0133087122157342 0.0227531285551763 0.0135832654170062 0.0203217612193057 0 0 0 0 0 0 0
"job" 0 0 0.0113765642775882 0.00452775513900208 0.044030482641829 0.0374953130858643 0 0 0 0 0 0
"journey" 0.0114403386340236 0.0166358902696678 0.0159271899886234 0.0249026532645115 0.00846740050804403 0.0249968753905762 0 0 0 0 0 0
"mine" 0 0.0116451231887674 0.0068259385665529 0.0181110205560083 0.0304826418289585 0 0 0 0 0 0 0
"morris" 0 0 0 0 0.060965283657917 0 0 0 0 0 0 0
"ordinary" 0.0114403386340236 0.0116451231887674 0.00227531285551763 0.0158471429865073 0.00338696020321761 0 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"pick" 0 0.00499076708090033 0.0341296928327645 0.0226387756950104 0.0118543607112616 0.0124984376952881 0 0 0 0 0 0
"pipe" 0 0.00166358902696678 0.0318543799772469 0.00679163270850312 0.00846740050804403 0.162479690038745 0 0 0 0 0 0
"rich" 0.0228806772680471 0.00831794513483389 0.0318543799772469 0.0158471429865073 0.0135478408128704 0 0 0 0 0 0 0
"roof" 0 0.0182994792966346 0.0318543799772469 0 0.00846740050804403 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"scream" 0 0.0166358902696678 0.00227531285551763 0.00452775513900208 0.0135478408128704 0.0374953130858643 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"seven" 0.0572016931701178 0.00499076708090033 0.0159271899886234 0.0158471429865073 0.0203217612193057 0.0249968753905762 0 0 0 0 0 0
"thaddeus" 0 0 0.0819112627986348 0 0 0 0 0 0 0 0 0
"third" 0 0.00499076708090033 0.0204778156996587 0.0135832654170062 0.0101608806096528 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"almost" 0.0343210159020707 0.0182994792966346 0.0113765642775882 0.0203748981255094 0.00846740050804403 0.0249968753905762 0 0 0 0 0 0
"assure" 0.0114403386340236 0.0199630683236013 0.0068259385665529 0.00679163270850312 0.0169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"cloud" 0.0228806772680471 0.014972301242701 0.0136518771331058 0.0135832654170062 0.0203217612193057 0 0 0 0 0 0 0
"common" 0 0.00998153416180067 0.0182025028441411 0.0135832654170062 0.0237087214225233 0.0124984376952881 0 0 0 0 0 0
"dangerous" 0 0.00831794513483389 0.00455062571103527 0.0135832654170062 0.0152413209144793 0.0124984376952881 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"distant" 0 0.0166358902696678 0.00455062571103527 0.00679163270850312 0.0101608806096528 0.0249968753905762 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"drink" 0 0.00332717805393356 0.0113765642775882 0.0158471429865073 0.0237087214225233 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"empty" 0.0114403386340236 0.014972301242701 0.0182025028441411 0.0249026532645115 0.00846740050804403 0.0124984376952881 0 0 0 0 0 0
"enemy" 0 0.00831794513483389 0.00227531285551763 0.0226387756950104 0.0118543607112616 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"garden" 0.0228806772680471 0.00332717805393356 0.0113765642775882 0.0294304084035135 0.0118543607112616 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"human" 0 0.00831794513483389 0.00227531285551763 0.0249026532645115 0.00677392040643522 0.0249968753905762 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"land" 0 0.00998153416180067 0.0273037542662116 0.0271665308340125 0.00846740050804403 0 0 0 0 0 0 0
"launch" 0 0 0.0796359499431172 0 0 0 0 0 0 0 0 0
"murderer" 0 0.00499076708090033 0.00455062571103527 0.0294304084035135 0.0287891617273497 0 0 0 0 0 0 0
"quiet" 0.0228806772680471 0.00998153416180067 0.00910125142207053 0.0181110205560083 0.0135478408128704 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"sergeant" 0 0 0.0136518771331058 0.0135832654170062 0.0389500423370025 0 0 0 0 0 0 0
"share" 0.0114403386340236 0.0116451231887674 0.0295790671217292 0.0158471429865073 0.00846740050804403 0.0249968753905762 0 0 0 0 0 0
"society" 0.0114403386340236 0.00166358902696678 0 0.00905551027800417 0.0491109229466554 0 0 0 0 0 0 0
"tragedy" 0.0114403386340236 0.014972301242701 0.0159271899886234 0.00452775513900208 0.0152413209144793 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"visit" 0.0228806772680471 0.029944602485402 0.00455062571103527 0.00452775513900208 0.0118543607112616 0.0499937507811524 0 0 0 0 0 0
"american" 0 0.00332717805393356 0.00227531285551763 0.0226387756950104 0.0254022015241321 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"birlstone" 0 0 0 0 0.0575783234546994 0 0 0 0 0 0 0
"chicago" 0 0 0 0 0.0575783234546994 0 0 0 0 0 0 0
"distance" 0 0.0232902463775349 0.0159271899886234 0.0203748981255094 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"ettie" 0 0 0 0 0.0575783234546994 0 0 0 0 0 0 0
"fresh" 0.0114403386340236 0.0116451231887674 0.025028441410694 0.0249026532645115 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"further" 0 0.0199630683236013 0.00910125142207053 0.00679163270850312 0.0220152413209145 0.0249968753905762 0 0 0 0 0 0
"information" 0.0343210159020707 0.014972301242701 0.0182025028441411 0.0135832654170062 0.0118543607112616 0.0124984376952881 0 0 0 0 0 0
"inquiry" 0.0228806772680471 0.0216266573505681 0.00910125142207053 0.0158471429865073 0.0135478408128704 0 0 0 0 0 0 0
"manage" 0 0.00332717805393356 0.0136518771331058 0.0294304084035135 0.0101608806096528 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"mere" 0 0.00665435610786711 0.0318543799772469 0.0158471429865073 0.0152413209144793 0 0 0 0 0 0 0
"mouth" 0.0228806772680471 0.00998153416180067 0.0068259385665529 0.0181110205560083 0.0152413209144793 0.0749906261717285 0 0 0 0 0 0
"picture" 0.0114403386340236 0.0199630683236013 0.0068259385665529 0 0.0203217612193057 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"private" 0.0228806772680471 0.0182994792966346 0.00455062571103527 0.0271665308340125 0.00846740050804403 0.0249968753905762 0 0 0 0 0 0
"top" 0.0457613545360943 0.014972301242701 0.0182025028441411 0.0135832654170062 0.0101608806096528 0.0124984376952881 0 0 0 0 0 0
"vague" 0.0114403386340236 0.0166358902696678 0.0068259385665529 0.0158471429865073 0.00169348010160881 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"wind" 0.0114403386340236 0.0249538354045017 0.0227531285551763 0.00905551027800417 0.00677392040643522 0 0 0 0 0 0 0
"action" 0.0228806772680471 0.0166358902696678 0.0068259385665529 0.0113193878475052 0.0118543607112616 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"bright" 0 0.00998153416180067 0.0295790671217292 0.0113193878475052 0.00508044030482642 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"fly" 0 0.014972301242701 0.00910125142207053 0.0158471429865073 0.0101608806096528 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"forty" 0 0.00831794513483389 0.00910125142207053 0.0113193878475052 0.0118543607112616 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"ill" 0.0228806772680471 0.014972301242701 0.0227531285551763 0.0158471429865073 0.00846740050804403 0 0 0 0 0 0 0
"keen" 0.0343210159020707 0.0116451231887674 0.0136518771331058 0.0135832654170062 0.00846740050804403 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"key" 0.0114403386340236 0.00665435610786711 0.0318543799772469 0.0135832654170062 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"possibly" 0 0.0266174244314684 0.0113765642775882 0.00226387756950104 0.0169348010160881 0.0124984376952881 0 0 0 0 0 0
"search" 0.0343210159020707 0.0133087122157342 0.025028441410694 0.00905551027800417 0.00846740050804403 0.0249968753905762 0 0 0 0 0 0
"sharp" 0.0343210159020707 0.00998153416180067 0.025028441410694 0.0203748981255094 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"singular" 0.0228806772680471 0.0182994792966346 0.0136518771331058 0 0.0135478408128704 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"sorry" 0.0114403386340236 0.0133087122157342 0.0159271899886234 0.00452775513900208 0.0135478408128704 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"straight" 0.0114403386340236 0.0216266573505681 0.0159271899886234 0.0113193878475052 0.0118543607112616 0 0 0 0 0 0 0
"twice" 0.0686420318041414 0.0199630683236013 0.00910125142207053 0.00452775513900208 0.0152413209144793 0 0 0 0 0 0 0
"unknown" 0.0114403386340236 0.0116451231887674 0.0068259385665529 0.00452775513900208 0.00338696020321761 0 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
"admit" 0.0114403386340236 0.00499076708090033 0.0068259385665529 0 0.0203217612193057 0.0124984376952881 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"around" 0.0114403386340236 0.0166358902696678 0.00227531285551763 0.00452775513900208 0.0101608806096528 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"captain" 0 0 0.0364050056882821 0 0.0270956816257409 0 0 0 0 0 0 0
"charge" 0 0.0116451231887674 0.0204778156996587 0.00679163270850312 0.0118543607112616 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"clean" 0 0.0116451231887674 0.0113765642775882 0.0113193878475052 0.0237087214225233 0.0124984376952881 0 0 0 0 0 0
"clothe" 0.0343210159020707 0.0116451231887674 0.0136518771331058 0.0113193878475052 0.0169348010160881 0.0124984376952881 0 0 0 0 0 0
"coat" 0.0228806772680471 0.0116451231887674 0.00455062571103527 0.0158471429865073 0.0169348010160881 0.0499937507811524 0 0 0 0 0 0
"confess" 0.0114403386340236 0.0216266573505681 0.0182025028441411 0.0113193878475052 0.00508044030482642 0.0249968753905762 0 0 0 0 0 0
"fill" 0.0114403386340236 0.0133087122157342 0.0068259385665529 0.00905551027800417 0.0118543607112616 0.0374953130858643 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"glimpse" 0.0457613545360943 0.0133087122157342 0.0068259385665529 0.00226387756950104 0.00677392040643522 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"gold" 0.0228806772680471 0.00665435610786711 0.0113765642775882 0.0316942859730146 0.0101608806096528 0.0124984376952881 0 0 0 0 0 0
"hat" 0.0343210159020707 0.014972301242701 0.00227531285551763 0.0181110205560083 0.0101608806096528 0.0624921884764404 0 0 0 0 0 0
"hut" 0 0.0432533147011362 0.0136518771331058 0 0 0 0 0 0 0 0 0
"iron" 0 0.00665435610786711 0.0227531285551763 0.00679163270850312 0.0237087214225233 0.0124984376952881 0 0 0 0 0 0
"mention" 0.0114403386340236 0.0232902463775349 0.0113765642775882 0.00452775513900208 0.0169348010160881 0 0 0 0 0 0 0
"mysterious" 0 0.00665435610786711 0.0113765642775882 0.0158471429865073 0.00508044030482642 0.0124984376952881 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"perceive" 0 0.00665435610786711 0 0.0226387756950104 0.00846740050804403 0.0124984376952881 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"serve" 0 0.00998153416180067 0.0227531285551763 0.0158471429865073 0.00508044030482642 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vermissa" 0 0 0 0 0.0541913632514818 0 0 0 0 0 0 0
"visible" 0.0114403386340236 0.00831794513483389 0.00910125142207053 0.00226387756950104 0.00508044030482642 0 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188 0.0691881918819188
